title	id	price	clicks	unpaid clicks	sale price	condition	availability	Dynamic Remarketing - active	Dynamic Remarketing - disapproved or invalid	Free listings - active	Free listings - disapproved or invalid	Shopping ads - active	Shopping ads - disapproved or invalid	channel	feed label	language	additional image link	age group	brand	color	cost of goods sold	custom label 0	description	gender	google product category	gtin	identifier exists	image link	item group id	link	mpn	product type	sell on google quantity	shipping weight	size
Royal Comfort Washed 100 % Cotton Sheet Set Single White | OMF	shopify_AU_7552847610053_42520708415685	60.00 AUD	0	0		new	in stock	AU		AU		AU		Online	AU	en			Australian Business Mobiles			Receiving Clicks	"Refresh your bedroom with this 100% Cotton Soft Washed Sheet Set. Made from 100% cotton, that is soft to sink into during those colder nights, this luxurious sheet set will make you feel like you are sleeping in the clouds. Tailored in small quantities from premium cotton percale, the sheet set is infused with rich garment-dyed colour and then prewashed to endow the set with an ultra-soft, velvety feel. Features: - Brand: Royal Comfort - 100% cotton - European Soft washed - Neutral colour palette - Packaged in a reusable fabric bag - Available Colours: White, Royal Blue, Charcoal, Grey, Mulled Wine Online Only"		home & garden > linens & bedding > bedding > bed sheets		no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/10002567_4.jpg?v=1700757523		https://www.omf.net.au/products/royal-comfort-washed-100-cotton-sheet-set-sg-white?variant=42520708415685&currency=AUD		bed sheets	55	0 kg	
Premium Platform Queen Base King / Plush Sky | OMF	shopify_AU_6161508368581_40934469435589	598.00 AUD	2	0			in stock	AU		AU		AU		Online	AU	en	https://cdn.shopify.com/s/files/1/0523/6729/4661/products/PlatformStd_S_RA_01.jpg?v=1698165251,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Platform_Std_Q_RA_01.jpg?v=1698165247,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/PlatformStd_S_FT_01.jpg?v=1698165252,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Platform_Std_KS_RA_01.jpg?v=1698165250,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Platform_Std_KS_FT_01.jpg?v=1698165249,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Platform_Std_SK_FT_01.jpg?v=1698165256,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Platform_Std_K_RA_01.jpg?v=1698165255,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Platform_Std_K_FT_01.jpg?v=1698165254,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Platform_Std_SK_RA_01.jpg?v=1698165248		Original Mattress Factory Australia	Plush Sky		Receiving Clicks	The Premium Platform Base features a solid timber construction with a foam comfort layer & quality craftsmanship. The perfect ensemble bed base. Order online today!					https://cdn.shopify.com/s/files/1/0523/6729/4661/files/plush-sky.jpg?v=1698165265	shopify_AU_6161508368581	https://www.omf.net.au/products/premium-platform-base?variant=40934469435589&currency=AUD		Beds & Bases		0 kg	King
Langston Comforter Set Silver Super King | OMF	shopify_AU_7563155472581_42545177362629	449.00 AUD	0	0		new	in stock	AU		AU		AU		Online	AU	en			Bianca			Receiving Clicks	"Dial up your bedroom's chic factor with the Langston comforter set. Pre-washed and pre-shrunk linen/cotton fabrics keep getting softer and softer, and their quilted design means minimal ironing for maximum modern style. You'll love the invitingly lived-in look!"		home & garden > linens & bedding > bedding > quilts & comforters		no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/QLANSSKLANS-1_b51f1949-03a4-493c-b766-554206a3a4a6.jpg?v=1701967302		https://www.omf.net.au/products/langston-comforter-set-silver-sk?variant=42545177362629&currency=AUD		Quilt	135	0 kg	
Royal Comfort Wool Blend All Seasons Quilt - King | OMF	shopify_AU_7590413435077_42625531183301	96.00 AUD	0	0		new	in stock		AU		AU		AU	Online	AU	en			Australian Business Mobiles			Receiving Clicks	Royal Comfort Wool Blend All Seasons Quilt - King		home & garden > linens & bedding > bedding > quilts & comforters		no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/205002_1.jpg?v=1704636097		https://www.omf.net.au/products/royal-comfort-wool-blend-all-seasons-quilt-kg?variant=42625531183301&currency=AUD		quilt covers	287	4.25 kg	
Newport Plush Queen Mattress | OMF	shopify_AU_6759593771205_40142548992197	5298.00 AUD	6	26	2384.00 AUD		in stock	AU		AU		AU		Online	AU	en			Original Mattress Factory Australia			Receiving Clicks	"Featuring gel Visco memory foam & 5-zone pocket spring system, the Newport Mattress delivers pressure relief and luxury support. Buy online today!"	unisex	furniture > beds & accessories > mattresses		no	https://cdn.shopify.com/s/files/1/0523/6729/4661/products/AUMATPLQNNEWXXX_FA.jpg?v=1699461434		https://www.omf.net.au/products/newport-plush-qn-mattress?variant=40142548992197&currency=AUD		Mattress		0 kg	
Kamala King Single Cream Bedspread Set | OMF	shopify_AU_7708424863941_43004751642821	184.00 AUD	0	0		new	in stock	AU		AU		AU		Online	AU	en			Bianca			Receiving Clicks	"Indulgently quilted, the Bianca Kamala bedding is a masterclass in subtlety and style with its intricately raised wave pattern. A luxuriously soft, textured material, this range bed linens are lightweight and perfect for balmy evenings."		home & garden > linens & bedding > bedding > quilts & comforters		no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/SKAMKSKAMDKAMQKAMKKAMSKKAM-4_083ca6d8-9c5b-4295-a467-39986b244096.jpg?v=1711029379		https://www.omf.net.au/products/kamala-kg-sg-cream-polyester-bedspread-set?variant=43004751642821&currency=AUD		bedspreads	50	2.8 kg	
Carmela Double White Bedspread Set | OMF	shopify_AU_7708424175813_43004747645125	164.00 AUD	8	0		new	in stock	AU		AU		AU		Online	AU	en			Bianca			Receiving Clicks	"Transform your bedroom into a whimsical wonderland with Carmela, featuring a delicate floral arrangement in feminine blush and lilac hues. Exclusively designed by one of our talented Australian designers, this bedspread adds a touch of graceful elegance to your decor with its soft peach skin fabric."		home & garden > linens & bedding > bedding > quilts & comforters		no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/SCARMKSCARMDCARMQCARMKCARM-1_73ca3b9b-0af8-4a7a-820c-789cd463f815.jpg?v=1711012650		https://www.omf.net.au/products/carmela-db-white-polyester-bedspread-set?variant=43004747645125&currency=AUD		bedspreads	80	3.3 kg	
Mornington Support Long Single Mattress | OMF	shopify_AU_7817944465605_43313932304581	1998.00 AUD	3	2	999.00 AUD	new	in stock	AU		AU		AU		Online	AU	en			Original Mattress Factory Australia			Receiving Clicks	The Mornington Mattress range from OMF it features 3 comfort feels and 6 sizes to choose from and is motion bed friendly - it's a game changer for your sleep routine! 	unisex	furniture > beds & accessories > mattresses		no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/MORNINGTON_MODERN1K_2bcaa954-db84-4424-92bd-3907808cf55a.png?v=1713514383		https://www.omf.net.au/products/mornington-support-ls-mattress?variant=43313932304581&currency=AUD		Mattress		0 kg	
Yarra Slimboy 5 Drawers Ghost Gum | OMF	shopify_AU_7561612787909_42538529751237	1398.00 AUD	1	4	1258.00 AUD	new	in stock	AU		AU		AU		Online	AU	en			Original Mattress Factory Australia			Receiving Clicks	The Yara slimboy is perfect item to store your delicates and give your bedroom an ideal modern classic but simple look and style. It’s the perfect piece to wake up next to. 		furniture > cabinets & storage > storage chests		no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/Tallboy02.jpg?v=1700498539		https://www.omf.net.au/products/yarra-slimboy-5-drawers-ghost-gum?variant=42538529751237&currency=AUD		Tallboy		42 kg	
Buck European Pillowcase Taupe | OMF	shopify_AU_7564203458757_42549483536581	34.00 AUD	0	0		new	in stock	AU		AU		AU		Online	AU	en			Bianca			Receiving Clicks	"Add a rustic flare to your sleeping space with this eye-catching style! A stunning stag pops out from between leafy trees to give your bedroom its own unique statement. Crafted in easy-care fabric, it features a coordinating reverse and sleek black piping."		home & garden > linens & bedding > bedding > pillowcases & shams		no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/BUCEPC_49edc84b-64e1-4375-af88-ef2ed205414f.jpg?v=1702053698		https://www.omf.net.au/products/buck-pillowcase-taupe-euro?variant=42549483536581&currency=AUD		Pillow Case	115	0 kg	
Johnson Throw Rug Silver | OMF	shopify_AU_7562961322181_42544109879493	104.00 AUD	0	0		new	in stock	AU		AU		AU		Online	AU	en			Bianca			Receiving Clicks	"The Johnson Silver Throw throws a punch of pigment and pizzaz into any living area, whether it's draped over your settee or lounging atop your bed. Our 6 bold colors can enliven any space, crafted delightfully from the coziest yarns around!"		home & garden > linens & bedding > bedding > blankets		no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/JOHTRS.jpg?v=1702053540		https://www.omf.net.au/products/johnson-throw-rug-160cm-silver?variant=42544109879493&currency=AUD		Blanket	157	0 kg	
Renee Taylor 1500TC Cotton Blend Sheet Set King Ivory | OMF	shopify_AU_7552837943493_42520697143493	55.95 AUD	0	0		new	in stock	AU		AU		AU		Online	AU	en			Australian Business Mobiles			Receiving Clicks	"Experience the epitome of luxury with the 1500 Thread Count Cotton Blend Sheet Set, designed by Renee Taylor. With its beautiful handle and silky feel, it is made from a luxurious blend of 60% pure soft cotton and 40% premium polyester. With a decadent 1500 thread count, the fabric is expertly woven so the cotton is on the face of the sheet set and the polyester is underneath to ensure an easy care, wrinkle-resistant finish. The Renee Taylor 1500 thread count cotton blend sheet set ensures a smooth, pure soft touch that will provide that lovely cool sensation only this sheet set can provide. Features: - Brand: Renee Taylor - Decadent 1500 thread count - 60% pure soft cotton and 40% premium polyester blend - Expertly woven - Cotton on the face of the sheet set and polyester underneath - Easy care and wrinkle-resistant finish - Smooth and silky touch feel - Elegant packaging - Available colours: White, Dusk Grey, Stone, Indigo, Mist, and, Ivory ﻿Online Only"		home & garden > linens & bedding > bedding > bed sheets		no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/501830_1c.jpg?v=1700066760		https://www.omf.net.au/products/renee-taylor-1500tc-cotton-blend-sheet-set-king-ivory?variant=42520697143493&currency=AUD		bed sheets	272	0 kg	
Deep Sleep Memory Foam Pillow Contoured White | OMF	shopify_AU_7562959519941_42544107815109	149.00 AUD	0	0		new	in stock		AU		AU		AU	Online	AU	en			Bianca			Receiving Clicks	"Take your R & R to the max with our Deep Sleep Memory Pillow! Its memory foam contours to your head and neck for optimal support, plus its ergonomic design helps your back and neck muscles relax so you can snooze like a baby. Plus, it's treated with Health Guard–an anti-microbial process that reduces allergenic reactions to dust mites–and comes with a free, removable, zippered cotton velour pillow protector. Oh, and don't forget to brag about the 5-year warranty against workmanship and faulty materials!"		home & garden > linens & bedding > bedding > pillows		no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/MFPC.jpg?v=1702485460		https://www.omf.net.au/products/deep-sleep-memory-foam-pillow-white-contour?variant=42544107815109&currency=AUD		Pillow	500	0 kg	
Eco Renew Cool Wool Single Quilt | OMF	shopify_AU_7490320105669_42367380684997	129.95 AUD	0	0			in stock	AU		AU		AU		Online	AU	en			Bambi			Receiving Clicks	"Be the coolest of cats in bed with this Eco Renew Cool Wool Single Quilt. Crafted with a pure cotton cover, and a 200gsm wool fill, this Australian made quilt is sure to be your coziest night's sleep yet. And with the Woolmark label and a 5-year product guarantee, you'll be snuggled up in style for years to come!"		home & garden > linens & bedding > bedding > quilts & comforters			https://cdn.shopify.com/s/files/1/0523/6729/4661/files/1J7C9993.jpg?v=1705280081		https://www.omf.net.au/products/eco-renew-cool-wool-single-quilts-single?variant=42367380684997&currency=AUD		Quilt	7	0 kg	
Essentials BiB Double Bed Frame with USB | OMF	shopify_AU_7510213165253_42426893107397	348.00 AUD	3	7	313.00 AUD	new	in stock	AU		AU		AU		Online	AU	en			Original Mattress Factory Australia			Receiving Clicks	"Upgrade your sleep routine with the Essentials BiB Double Bed Frame with USB. Made for comfort and convenience, this bed frame complements any bedroom decor. Access your tech devices with ease with its built-in USB ports. Enhance your space today!
"		furniture > beds & accessories > beds & bed frames		no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/EssentialBIBUSBStyled1K_cd9dc063-f0ce-4bf5-9dc0-a8c1b8c7d458.png?v=1697733351		https://www.omf.net.au/products/essentials-bib-double-bed-frame-with-usb?variant=42426893107397&currency=AUD		Bed Frame		0 kg	
Keppel Super King Mattress | OMF	shopify_AU_7494176669893_42378049880261	7098.00 AUD	2	1	3194.00 AUD	new	in stock	AU		AU		AU		Online	AU	en			Original Mattress Factory Australia			Receiving Clicks	"Experience enhanced comfort with the Keppel Super King Size Mattress from OMF. Designed for ultimate support and convenience, it’s your next step towards improved sleep. Upgrade now.
"	unisex	furniture > beds & accessories > mattresses		no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/KeppelFA_baa53d28-df1d-44fa-a929-79e4c3541573.jpg?v=1699461760		https://www.omf.net.au/products/keppel-sk-mattress?variant=42378049880261&currency=AUD		Mattress		0 kg	
Cordelia Square Cushion White | OMF	shopify_AU_7564204933317_42549486026949	44.00 AUD	0	0		new	in stock	AU		AU		AU		Online	AU	en			Bianca			Receiving Clicks	"Add a sophisticated twist to your heavenly hideaway with Cordelia! This fabulous florid damask design will stay timeless in the crisp hue of white. Embroidered on a delightfully soft and low-maintenance fabric, with a trim of scalloped edging - it's the perfect way to make your bedroom look chic and country-style!"		home & garden > linens & bedding > bedding > pillowcases & shams		no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/SQCOR.jpg?v=1701967665		https://www.omf.net.au/products/cordelia-square-cushion-43cm-white?variant=42549486026949&currency=AUD		Cushion	221	0 kg	
Basics Mattress Queen | OMF	shopify_AU_6153376727237_40823275716805	248.00 AUD	30	12	223.00 AUD	new	in stock	AU		AU		AU		Online	AU	en			Original Mattress Factory Australia			Receiving Clicks	"The Bonnell spring entry-level mattress is the perfect bed price. Comfortable & affordable, it’s the best mattress for a guest or kids' bedroom. Buy now!"	unisex	furniture > beds & accessories > mattresses		no	https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Basics_D_FA_01.jpg?v=1699547699		https://www.omf.net.au/products/basics-by-omf-qn-mattress?variant=40823275716805&currency=AUD		Mattress		0 kg	
Natural Sleep Recycled Cotton And Bamboo Sheet Set Charcoal King | OMF	shopify_AU_7563158487237_42545181819077	109.00 AUD	0	0		new	in stock		AU		AU		AU	Online	AU	en			Bianca			Receiving Clicks	"Our sustainable and natural recycled cotton/bamboo sheet sheets are woven in an easy-care percale weave fabric. The natural properties of cotton and bamboo control moisture and regulate body temperature to ensure a beautiful night's sleep. Cuffed and piped these sheets are super soft, smooth and durable. The fitted sheet has a wall depth of 40cm which will fit most mattresses. 25% Recycled Cotton/ 30% Cotton/ 45% Bamboo. These Sheets come with a 10 year warranty for peace of mind."		home & garden > linens & bedding > bedding > bed sheets		no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/SNSCKSNSCDNSCQNSCKNSCSKNSCSPKNSC_cf97c4cf-7527-4410-86ef-27f39e2304c9.jpg?v=1701967498		https://www.omf.net.au/products/natural-sleep-recycled-cotton-and-bamboo-sheet-set-charcoal-kg?variant=42545181819077&currency=AUD		bed sheets	155	0 kg	
Royal Comfort Hemp Braid Quilt Cover Set Stripe King Light Grey | OMF	shopify_AU_7552844955845_42520705368261	86.00 AUD	0	0		new	in stock	AU		AU		AU		Online	AU	en			Australian Business Mobiles			Receiving Clicks	"Designed to last, this Hemp Braid Quilt Cover Set makes the whole bed feel like the cool side of the pillow and comes with everything you need to sleep well trans-seasonally: two pillowcases and a quilt cover. Flax is a breathable fabric which is temperature-regulating, keeping you cool in the summer and cosy in the winter. Perfect for those who are hot sleepers but can't stand not having some protection while they sleep during the warmer months, or those who get extra chilly in winter. This beautiful quilt cover set comes in 3 fashionable colours to suit any decor, with an underside in an on trend coloured cotton stripe this quilt cover set will enhance any bedrooms look and feel. Features: - Brand: Royal Comfort - Material: 55% hemp, 45% cotton / 165GSM - Contemporary design - Cotton on the reverse and flax - Collection includes a quilt cover and two pillowcases - Solid colour front - Printed stripe cotton reverse - Contemporary design - Packed in a reusable fabric bag Size and Dimensions: Queen: - 1 x Quilt Cover: 210cm x 210cm - 2 x Pillowcases: 48cm x 74cm King: - 1 x Quilt Cover: 240cm x 210cm - 2 x Pillowcases: 48cm x 74cm Package Contents: - 1 x Quilt Cover - 2 x Pillowcases"		home & garden > linens & bedding > bedding > duvet covers		no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/10003047_1.jpg?v=1704634710		https://www.omf.net.au/products/royal-comfort-hemp-braid-quilt-cover-set-stripe-king-light-grey?variant=42520705368261&currency=AUD		quilt covers	23	0 kg	
