title	id	price	clicks	unpaid clicks	sale price	condition	availability	Dynamic Remarketing - active	Dynamic Remarketing - disapproved or invalid	Free listings - active	Free listings - disapproved or invalid	Shopping ads - active	Shopping ads - disapproved or invalid	channel	feed label	language	additional image link	brand	color	cost of goods sold	custom label 0	description	gender	google product category	identifier exists	image link	item group id	link	product type	sell on google quantity	shipping weight	size
Basics Mattress King Single | OMF	shopify_AU_7492100653253_42373327388869	178.00 AUD	20	2		new	in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia			Receiving Clicks	"Find unparalleled comfort and optimal sleep with our Basics Mattress in King Single Size. Experience quality crafted for you at OMF - where great value meets exceptional sleep. Shop today!
"	unisex	furniture > beds & accessories > mattresses	no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/Basics_D_FA_01_887ba4e9-786e-4b23-af65-3bd0e5b2380e.jpg?v=1699547954		https://www.omf.net.au/products/basics-ks-mattress?variant=42373327388869&currency=AUD	Mattress		0 kg	
Rio 4 Drawer Tallboy Chest Charcoal | OMF	shopify_AU_7558743032005_42530623652037	548.00 AUD	1	0	438.00 AUD		in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia			Receiving Clicks	Revamp your bedroom with the sleek style of the Rio 4 drawer tallboy! It boasts plenty of room to store your prized possessions - ideal for styling your color-poppin' bedroom decor.		furniture > cabinets & storage > storage chests		https://cdn.shopify.com/s/files/1/0523/6729/4661/files/RIOHC364.jpg?v=1700498452		https://www.omf.net.au/products/rio-4drawer-tallboy-chest?variant=42530623652037&currency=AUD	Tallboy		51 kg	
Yarra Bedside 2 Wide Drawers Ghost Gum | OMF	shopify_AU_7561585197253_42538376036549	698.00 AUD	1	1		new	in stock	AU		AU		AU		Online	AU	en	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/Yarra-Timber-floating-Bed-2Draw-Bedside-Chest.jpg?v=1700498527,https://cdn.shopify.com/s/files/1/0523/6729/4661/files/2DrawerBedside01.jpg?v=1700498528,https://cdn.shopify.com/s/files/1/0523/6729/4661/files/2DrawerBedside03.jpg?v=1700498529,https://cdn.shopify.com/s/files/1/0523/6729/4661/files/2DrawerBedside04.jpg?v=1700498530,https://cdn.shopify.com/s/files/1/0523/6729/4661/files/Yarra-Timber-floating-Bed-1Draw-Bedside-Dresser.jpg?v=1700498531	Original Mattress Factory Australia			Receiving Clicks	The Yara Bedside table is perfect item to give your bedroom an ideal modern classic but simple look and style. It’s the perfect piece to wake up next to. 		furniture > tables > nightstands	no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/2DrawerBedside02.jpg?v=1700498526		https://www.omf.net.au/products/yarra-bedside-wide-2drawers-ghost-gum?variant=42538376036549&currency=AUD	Furniture		19 kg	
Mornington Medium King Mattress | OMF	shopify_AU_7817952297157_43313998233797	2448.00 AUD	0	2	1224.00 AUD	new	in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia			Receiving Clicks	The Mornington Mattress range from OMF it features 3 comfort feels and 6 sizes to choose from and is motion bed friendly - it's a game changer for your sleep routine! 	unisex	furniture > beds & accessories > mattresses	no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/MORNINGTONMediumMODERN1K.png?v=1713515656		https://www.omf.net.au/products/mornington-medium-kg-mattress?variant=43313998233797&currency=AUD	Mattress		0 kg	
Ocean Choice 7 Charcoal Queen Mattress Topper | OMF	shopify_AU_7272871919813_41762746499269	268.00 AUD	0	0			in stock	AU		AU		AU		Online	AU	en	https://cdn.shopify.com/s/files/1/0523/6729/4661/products/ModernMotionBedFrameOceanChoice7raised800x72_34d21d30-302e-4914-aaba-8bd03af12632.png?v=1700584523	Original Mattress Factory Australia		49.51 AUD	Receiving Clicks	Give your Ocean Choice 7 a unique feel with this cOMFy Charcoal Topper finished in a zipped non-woven fabric. Comfort for you & the planet!		home & garden > linens & bedding > bedding > mattress protectors > mattress pads		https://cdn.shopify.com/s/files/1/0523/6729/4661/products/OC7CHA_e99dba5d-ddd2-4445-acac-985d96eb2993.jpg?v=1700584522		https://www.omf.net.au/products/copy-ocean-choice-7-charcoal-mattress-topper?variant=41762746499269&currency=AUD	Mattress Topper		3.5 kg	
Memory Foam Pillow Medium | OMF	shopify_AU_7589216944325_42620107030725	149.00 AUD	7	2			in stock	AU		AU		AU		Online	AU	en	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/memorymediumpillowcover.jpg?v=1702917247	Original Mattress Factory Australia			Receiving Clicks	"Experience ultimate comfort with OMF's Memory Foam Plush Pillow, designed for a rejuvenating night's sleep. Perfect addition to your bedtime essentials. Order for a restful slumber.
"		home & garden > linens & bedding > bedding > pillows		https://cdn.shopify.com/s/files/1/0523/6729/4661/files/Medium_6d27c7be-5d47-4dca-aa3b-41a293baba73.png?v=1702917245		https://www.omf.net.au/products/memory-foam-med-pillow?variant=42620107030725&currency=AUD	Pillow		0 kg	
Cotton Terry King Size Mattress Protector | OMF	shopify_AU_7520504742085_42452885143749	95.00 AUD	0	0			in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia			Receiving Clicks	"Protect your mattress in style with our Cotton Terry King Size Mattress Protector. High-quality materials ensure durability while offering superior comfort. Purchase yours today for a cleaner, fresher sleep experience! OMF - Designed for your comfort.
"		home & garden > linens & bedding > bedding > mattress protectors		https://cdn.shopify.com/s/files/1/0523/6729/4661/files/Terry_MP_King_2e8cea47-670f-4f07-953e-7599050af5f9.jpg?v=1700532562		https://www.omf.net.au/products/cotton-terry-kg-mattress-protector?variant=42452885143749&currency=AUD	Mattress Protector		0 kg	
Eclipse Upholstered Queen Bed Frame | OMF	shopify_AU_7564072190149_42549264253125	698.00 AUD	1	1			in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia			Receiving Clicks	"Enjoy superior comfort and style with the Eclipse Upholstered Queen Bed Frame! The plush padded bedhead with deep horizontal panels provides luxurious headboard support, while the quality fabric upholstery in a charcoal color ensures that this bed frame looks as elegant as it feels. Crafted with responsibly sourced timber, its stylish yet robust design features straight slats and solid timber tapered legs. Plus with two USB ports and a two-year warranty, this bed frame is a real dream come true! Mattress and accessories sold separately"		furniture > beds & accessories > beds & bed frames		https://cdn.shopify.com/s/files/1/0523/6729/4661/files/QB-9947-AFRC836-1.jpg?v=1700843809		https://www.omf.net.au/products/eclipse-upholstered-qn-bed-frame?variant=42549264253125&currency=AUD	Bed Frame		49 kg	
Cool Jacquard Plus Single Mattress Protector Pack | OMF	shopify_AU_7526259032261_42466639216837	149.95 AUD	0	1			in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia		62.00 AUD	Receiving Clicks	"The OMF Cool Jacquard Plus mattress and pillow protector set, adjusts to your body's comfort temperature, providing you with the comfiest night's sleep possible. Made from a blend of thermoregulating fibre and Tencel jacquard, helping move moisture and heat away from the body. It is asthma and allergy-friendly, machine washable, and comes with a 10-year mattress stain warranty. Key Features: Fits all standard and extra deep mattresses. 10-year Stain safety warranty Machine washable and low tumble dry cycle Australian Made Electric Blanket Safe The pack contains1 Mattress protector2 Pillow Protectors (1 pillow protector with either the single and king single set)Care / Washing Instructions:Machine wash separately on a cold gentle cycle. Use mild detergent only. Line dry or low heat tumble dry. Do not dry clean."		home & garden > linens & bedding > bedding > mattress protectors		https://cdn.shopify.com/s/files/1/0523/6729/4661/files/CoolJacquard_34b8880a-4b0e-4bfa-b607-f9a8c345c4f6.png?v=1698684060		https://www.omf.net.au/products/cool-jacquard-plus-sg-mattress-protector-pack?variant=42466639216837&currency=AUD	Mattress Protector		0 kg	
Comfy Sleep Pack | OMF	shopify_AU_6693552750789_39864510939333	12.00 AUD	1	1			in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia			Receiving Clicks	Get a better night sleep with the OMF Comfy Sleep pack. It contains a light blocking 3D eye mask and a pair of noise blocking tapered shape memory PU ear plugs. The ear plugs are packed in a small container so you can easily store them when not in use.		health & beauty > health care		https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Mask3DEarPlugOpenPack.jpg?v=1622122544		https://www.omf.net.au/products/comfy-sleep-pack?variant=39864510939333&currency=AUD		94	0.06 kg	
Essentials BiB Single Bed Frame with USB | OMF	shopify_AU_7510210674885_42426882654405	268.00 AUD	2	4		new	in stock	AU		AU		AU		Online	AU	en	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/OM-FPPOPD-12_KS_27c666f2-568f-4213-b4b4-424bf0b0eaa1.jpg?v=1697733332,https://cdn.shopify.com/s/files/1/0523/6729/4661/files/Essential_Frame_with_USB_12Q2_bc65b460-a892-495b-9f64-a0bc5ca180f0.jpg?v=1697733333,https://cdn.shopify.com/s/files/1/0523/6729/4661/files/OM-FPPOPD-12Q3_5c532900-12dc-4be2-a43f-8eefe68d750e.jpg?v=1697733335,https://cdn.shopify.com/s/files/1/0523/6729/4661/files/OM-FPPOPD-12Q11_42f91d2a-8cc7-4935-a5f6-e1a42ba3e20d.jpg?v=1697733336,https://cdn.shopify.com/s/files/1/0523/6729/4661/files/OM-FPPOPD-12Q12_c1a049dc-1a9b-47b0-8a2c-f4afaffa0009.jpg?v=1697733337,https://cdn.shopify.com/s/files/1/0523/6729/4661/files/Essential_Frame_with_USB_12Q1_8c4f9360-5b20-4905-808e-e6f68dd03feb.jpg?v=1697733339	Original Mattress Factory Australia			Receiving Clicks	"Upgrade your sleeping comfort with the Essentials BiB Single Bed Frame with USB by OMF. This sturdy bed frame with a handy USB port is perfect for modern living. Shop now!
"		furniture > beds & accessories > beds & bed frames	no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/EssentialBIBUSBStyled1K_1d79080d-62af-4a87-8f01-e7c8274914db.png?v=1697733331		https://www.omf.net.au/products/essentials-bib-single-bed-frame-with-usb?variant=42426882654405&currency=AUD	Bed Frame		0 kg	
Cloud7 Medium Queen Mattress | OMF	shopify_AU_6153514123461_37876640678085	4188.00 AUD	29	35	1885.00 AUD	new	in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia			Receiving Clicks	The 7-Zone Pocket Spring gives you unparalleled support for your entire body. Support for your shoulders and firm support for your lower back. Shop now!	unisex	furniture > beds & accessories > mattresses	no	https://cdn.shopify.com/s/files/1/0523/6729/4661/products/CNMATMEKGCLOUD7_FA.jpg?v=1699461223		https://www.omf.net.au/products/cloud7-medium-qn-mattress?variant=37876640678085&currency=AUD	Mattress		0 kg	
Elegance Medium Queen Mattress | OMF	shopify_AU_6588690333893_39458756526277	3548.00 AUD	25	12	1384.00 AUD		in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia			Receiving Clicks	"Experience superior comfort with the Elegance Medium Queen Mattress from OMF. Offering optimal support and longevity, it's the perfect upgrade for your restful nights. Shop today for quality sleep!"	unisex	furniture > beds & accessories > mattresses	no	https://cdn.shopify.com/s/files/1/0523/6729/4661/products/ElegancePlushFA.jpg?v=1697042098		https://www.omf.net.au/products/elegance-medium-queen-mattress?variant=39458756526277&currency=AUD	Mattress	24	0 kg	
BC7 Support King Mattress | OMF	shopify_AU_7492101898437_42373331255493	2798.00 AUD	0	3	1119.00 AUD	new	in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia			Receiving Clicks	"Experience the unique comfort of OMF's BC7 Support King Mattress. Ideal for a good night's sleep and durable for everyday use. Try it today!
"	unisex	furniture > beds & accessories > mattresses	no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/BC7_Q_S_TV_FA_2e0c11a3-98f2-494f-bfc5-66c56380fd21.jpg?v=1698165373		https://www.omf.net.au/products/bc7-support-king-sized-mattress?variant=42373331255493&currency=AUD	Mattress		0 kg	
Ezy Standard Bed Base Double - Midnight Grey | OMF	shopify_AU_7544694341829_42500628447429	378.00 AUD	4	2			in stock	AU		AU		AU		Online	AU	en	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/EzyBase_MG_Q_FT_01_17c8de70-ab51-4899-9b24-8d882f4410c7.jpg?v=1699548184,https://cdn.shopify.com/s/files/1/0523/6729/4661/files/EzyBase_MG_Q_RA_01_2b9ff17c-d865-4276-b973-75cfae86ab40.jpg?v=1699548185,https://cdn.shopify.com/s/files/1/0523/6729/4661/files/EzyBase_MG_Q_RA_02_cb85fd27-a1a2-47da-a90e-da78549e95d4.jpg?v=1699548186,https://cdn.shopify.com/s/files/1/0523/6729/4661/files/EzyBase_PlatBlu_Q_RA_02_0dba5590-f7ef-47d1-a5e4-12b60ca2a00c.jpg?v=1699548187,https://cdn.shopify.com/s/files/1/0523/6729/4661/files/EzyBase_PlatBlu_Q_RA_01_02405e63-40da-46b1-9636-f03926022368.jpg?v=1699548188,https://cdn.shopify.com/s/files/1/0523/6729/4661/files/EzyBase_PlatBlu_Q_FT_01_e1e5772a-d373-47ed-9ad8-ecf8432c9509.jpg?v=1699548189,https://cdn.shopify.com/s/files/1/0523/6729/4661/files/EzyBase_PlatBlu_Q_FT_02_bf275303-f245-4485-90bc-00aa1aa6745a.jpg?v=1699548190,https://cdn.shopify.com/s/files/1/0523/6729/4661/files/EzyBase_PlatBlu_Q_SC_03e977e1-5c05-4f45-90d2-245ea42b1fd7.jpg?v=1699548191,https://cdn.shopify.com/s/files/1/0523/6729/4661/files/MidnightGrey_b47dfc50-0bed-4836-80d8-c97d8742571d.jpg?v=1699548192	Original Mattress Factory Australia			Receiving Clicks	Designed to make it stylish and stand out. This OMF Bed Base comes in a box and can be easily transported anywhere. Order online today!		furniture > beds & accessories > beds & bed frames		https://cdn.shopify.com/s/files/1/0523/6729/4661/files/EzyBase_MG_Q_FT_02_aa24202f-1bc1-4856-9526-c50a3d2feb39.jpg?v=1699548183		https://www.omf.net.au/products/ezy-standard-base-db?variant=42500628447429&currency=AUD	Beds & Bases		0 kg	
Bamboo Jersey XL Single Mattress Protector | OMF	shopify_AU_7562293117125_42542265663685	84.00 AUD	0	0			in stock	AU		AU		AU		Online	AU	en	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/PAB_BambooJersey_MP_500x500px_MP1_16dd942c-5728-48b2-9a02-184718f43d58.jpg?v=1700584934,https://cdn.shopify.com/s/files/1/0523/6729/4661/files/MattressCover_Bamboo_01_18218287-4d2a-4b65-bb90-5eda62cc719b.jpg?v=1700584935,https://cdn.shopify.com/s/files/1/0523/6729/4661/files/PAB_BambooJersey_MP_500x500px_MP10_2e0574a3-2df5-41f8-9ef6-e2d1479fea9b.jpg?v=1700584936,https://cdn.shopify.com/s/files/1/0523/6729/4661/files/PAB_BambooJersey_MP_500x500px_MP11_79ba1e5d-319b-4bef-b802-ceeb6219987c.jpg?v=1700584937,https://cdn.shopify.com/s/files/1/0523/6729/4661/files/PAB_BambooJersey_MP_500x500px_MP5_2752f9dc-2a69-4ee5-aab1-18afc0435e3e.jpg?v=1700584938,https://cdn.shopify.com/s/files/1/0523/6729/4661/files/PAB_BambooJersey_MP_500x500px_MP6_127618e2-2520-4b95-90b9-cdd22292bb73.jpg?v=1700584939	Original Mattress Factory Australia			Receiving Clicks	This super-soft mattress protector is made from the smooth fibres of rayon and is 70% bamboo and 30% cotton. Built for protection. Order online today!		home & garden > linens & bedding > bedding > mattress protectors	no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/Bamboo_MP_XLSingle_ba7ce029-8165-4226-bfb5-bbea68a51442.jpg?v=1700584933		https://www.omf.net.au/products/bamboo-jersey-xl-sg-mattress-protector?variant=42542265663685&currency=AUD	Mattress Protector		0 kg	
Original P2 Queen Mattress | OMF	shopify_AU_6153466085573_37876485619909	598.00 AUD	21	18		new	in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia			Receiving Clicks	"Looking for the best mattress for kids? Amazing comfort at a great price, the Original P2 also makes for the perfect guest bedroom mattress. Shop now! "	unisex	furniture > beds & accessories > mattresses	no	https://cdn.shopify.com/s/files/1/0523/6729/4661/products/P2_D_FT_01.jpg?v=1699461207		https://www.omf.net.au/products/p2-qn-mattress?variant=37876485619909&currency=AUD	Mattress		0 kg	
Mosman Gas Lift Upholstered King Bed Frame | OMF	shopify_AU_7529328509125_42471066173637	1348.00 AUD	5	4	1078.00 AUD		in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia			Receiving Clicks	Sleep easy with the Mosman Gas Lift Upholstered King bed frame. It features 3 substantial metal centre rails and a 90kg flat weight gas lift capacity for excellent support and durability. Its flat slats and weight rating of up to 300kg will ensure you snooze in comfort and peace of mind. Sweet dreams!		furniture > beds & accessories > beds & bed frames		https://cdn.shopify.com/s/files/1/0523/6729/4661/files/Mason-KG-02.jpg?v=1698770308		https://www.omf.net.au/products/mosman-gas-lift-upholstered-kg-bed-frame?variant=42471066173637&currency=AUD	Bed Frame		0 kg	
Mornington Support King Single Mattress | OMF	shopify_AU_7817941352645_43313924505797	1998.00 AUD	0	0	999.00 AUD	new	in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia			Receiving Clicks	The Mornington Mattress range from OMF it features 3 comfort feels and 6 sizes to choose from and is motion bed friendly - it's a game changer for your sleep routine! 	unisex	furniture > beds & accessories > mattresses	no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/MORNINGTON_MODERN1K_9a1d9a2f-ce22-42f1-9ed3-0f61497d3255.png?v=1713514246		https://www.omf.net.au/products/mornington-support-ks-mattress?variant=43313924505797&currency=AUD	Mattress		0 kg	
Hi-Life Standard Fibre Pillow | OMF	shopify_AU_6207707414725_38087121535173	23.00 AUD	0	2			in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia			Receiving Clicks	The Hi-Life Standard Fibre Pillow is the perfect choice for allergy and asthmatics sufferers. Made with 100% hi-performance fibre. Order online today!		home & garden > linens & bedding > bedding > pillows		https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Hi-LifeStandardFibrePillow.jpg?v=1626864062		https://www.omf.net.au/products/hi-life-standard-fibre-pillow?variant=38087121535173&currency=AUD	Pillow		0 kg	
